city,quarter,composite,onebhk,twobhk,threebhk,%change_onebhk,%change_twobhk,%change_threebhk
"Greater Noida",2019-06-01,4834,4969,4860,4637,8.503,4.403,-0.13
"Greater Noida",2019-09-01,4909,5027,4940,4718,8.553,4.506,1.768
"Greater Noida",2019-12-01,4916,4960,4961,4752,6.008,5,1.992
"Greater Noida",2020-03-01,4926,5044,4938,4785,7.56,3.386,3.83
"Greater Noida",2020-06-01,4873,4914,4893,4781,-1.09,0.668,3.009
"Greater Noida",2020-09-01,4871,4882,4885,4823,-2.951,-1.124,2.196
"Greater Noida",2020-12-01,5027,5090,5021,4988,2.663,1.228,4.893
"Greater Noida",2021-03-01,5086,5043,5107,5070,-0.02,3.366,5.714
"Greater Noida",2021-06-01,5110,5054,5117,5138,2.776,4.386,7.041
"Greater Noida",2021-09-01,5142,5103,5139,5186,4.373,4.964,7.065
"Greater Noida",2021-12-01,5157,4986,5205,5181,-2.038,3.58,3.722
"Greater Noida",2022-03-01,5299,5040,5383,5304,-0.06,5.303,4.517
"Greater Noida",2022-06-01,5460,5058,5635,5342,0.079,9.623,3.846
"Greater Noida",2022-09-01,5675,5071,5956,5446,-0.633,14.499,4.867
"Greater Noida",2022-12-01,5898,5177,6204,5708,3.767,16.773,9.677
"Greater Noida",2023-03-01,6186,5411,6467,6113,7.166,17.473,14.173
"Greater Noida",2023-06-01,6421,5688,6667,6408,11.643,15.958,17.438
"Greater Noida",2023-09-01,6734,5982,6945,6834,16.016,14.834,21.66
"Greater Noida",2023-12-01,6944,6262,7130,7049,18.138,13.333,19.622
"Greater Noida",2024-03-01,7293,6462,7500,7477,16.784,14.488,19.35
"Greater Noida",2024-06-01,7719,6779,7890,8097,16.883,16.307,22.589
"Greater Noida",2024-09-01,8127,6789,8327,8788,11.904,17.516,24.132
Gurugram,2013-06-01,8052,10366,7156,7181,NULL,NULL,NULL
Gurugram,2013-09-01,8148,10571,7165,7256,NULL,NULL,NULL
Gurugram,2013-12-01,8202,10842,7148,7224,NULL,NULL,NULL
Gurugram,2014-03-01,8161,10569,7101,7312,NULL,NULL,NULL
Gurugram,2014-06-01,8182,10491,7161,7371,1.183,0.07,2.598
Gurugram,2014-09-01,8368,10864,7343,7455,2.793,2.486,2.7
Gurugram,2014-12-01,8454,10980,7514,7487,1.27,4.984,3.528
Gurugram,2015-03-01,8396,10365,7797,7580,-1.858,9.263,3.58
Gurugram,2015-06-01,7482,7190,7722,7534,-31.848,7.195,2.15
Gurugram,2015-09-01,7143,5619,7941,7621,-72.949,7.744,2.203
Gurugram,2015-12-01,7084,4856,8078,7864,-108.987,7.102,4.947
Gurugram,2016-03-01,7162,4773,8248,7989,-115.157,5.583,5.201
Gurugram,2016-06-01,7290,4795,8365,8180,-50.178,7.796,8.086
Gurugram,2016-09-01,7462,4804,8479,8467,-16.997,6.432,10.342
Gurugram,2016-12-01,7531,4822,8446,8612,-0.708,4.34,8.834
Gurugram,2017-03-01,7620,4800,8428,8811,0.56,2.131,9.545
Gurugram,2017-06-01,7592,4813,8525,8703,0.375,1.898,5.936
Gurugram,2017-09-01,7461,4901,8374,8460,2.015,-1.232,-0.08
Gurugram,2017-12-01,7483,5254,8432,8283,8.815,-0.167,-3.889
Gurugram,2018-03-01,7362,5229,8309,8109,8.165,-1.411,-8.475
Gurugram,2018-06-01,7326,5293,8190,8055,9.18,-4.032,-7.991
Gurugram,2018-09-01,7367,5360,8238,8080,8.672,-1.661,-4.718
Gurugram,2018-12-01,7391,5264,8279,8162,0.187,-1.857,-1.498
Gurugram,2019-03-01,7474,5247,8312,8322,0.342,0.036,2.61
Gurugram,2019-06-01,7617,5140,8700,8492,-2.916,6.136,5.251
Gurugram,2019-09-01,7594,4923,8811,8517,-8.502,6.586,5.146
Gurugram,2019-12-01,7620,4843,9124,8472,-8.552,9.59,3.64
Gurugram,2020-03-01,7684,4820,9433,8471,-8.817,12.286,1.759
Gurugram,2020-06-01,7623,4824,9413,8356,-6.556,7.559,-1.605
Gurugram,2020-09-01,7622,4822,9386,8367,-2.094,6.109,-1.795
Gurugram,2020-12-01,7589,4818,9078,8444,-0.518,-0.49,-0.335
Gurugram,2021-03-01,7557,4810,8796,8511,-0.208,-7.017,0.474
Gurugram,2021-06-01,7574,4804,8875,8512,-0.416,-6.116,1.833
Gurugram,2021-09-01,7650,4800,8894,8660,-0.458,-5.544,3.442
Gurugram,2021-12-01,7821,4826,9088,8898,0.167,0.112,5.242
Gurugram,2022-03-01,7919,4861,9237,9010,1.057,4.853,5.608
Gurugram,2022-06-01,8046,4881,9320,9216,1.584,4.818,7.814
Gurugram,2022-09-01,8481,4951,9913,9780,3.094,10.933,12.153
Gurugram,2022-12-01,8805,5033,10397,10166,4.181,13.205,12.965
Gurugram,2023-03-01,9272,5170,11023,10741,6.139,17.178,17.027
Gurugram,2023-06-01,9695,5213,11624,11294,6.422,20.902,19.346
Gurugram,2023-09-01,9985,5640,11972,11483,13.217,17.713,15.079
Gurugram,2023-12-01,10464,6096,12579,11915,18.848,18.226,15.231
Gurugram,2024-03-01,11223,6862,13467,12613,27.756,19.429,15.711
Gurugram,2024-06-01,12186,8090,14265,13505,41.927,19.611,17.53
Gurugram,2024-09-01,13075,8990,14845,14527,41.409,20.14,22.54
Guwahati,2013-06-01,2965,3100,2986,2905,NULL,NULL,NULL
Guwahati,2013-09-01,3087,3017,3045,3183,NULL,NULL,NULL
Guwahati,2013-12-01,3050,3092,3030,3084,NULL,NULL,NULL
Guwahati,2014-03-01,3137,2905,3148,3148,NULL,NULL,NULL
Guwahati,2014-06-01,3231,3337,3194,3292,8.158,6.607,12.294
Guwahati,2014-09-01,3370,3505,3331,3429,14.624,8.954,7.473
Guwahati,2014-12-01,3532,3516,3462,3675,12.097,12.969,17.235
Guwahati,2015-03-01,3708,4251,3582,3885,38.282,12.536,20.054
Guwahati,2015-06-01,3703,3369,3648,3863,0.753,12.674,14.698
Guwahati,2015-09-01,3632,3459,3623,3674,-1.365,8.004,6.342
Guwahati,2015-12-01,3609,3432,3579,3693,-2.428,3.229,0.49
Guwahati,2016-03-01,3532,3407,3541,3532,-24.592,-1.146,-9.559
Guwahati,2016-06-01,3592,3629,3601,3569,7.631,-1.327,-8.324
Guwahati,2016-09-01,3642,3871,3602,3691,11.353,-0.583,0.476
Guwahati,2016-12-01,3662,3937,3636,3677,13.046,1.582,-0.433
Guwahati,2017-03-01,3741,4072,3712,3754,16.891,4.703,6.038
Guwahati,2017-06-01,3632,3999,3710,3422,9.086,2.936,-3.916
Guwahati,2017-09-01,3670,3920,3757,3458,1.225,4.178,-6.809
Guwahati,2017-12-01,3680,3939,3759,3486,0.051,3.274,-5.523
Guwahati,2018-03-01,3674,3956,3748,3484,-2.945,0.958,-7.745
Guwahati,2018-06-01,3712,3983,3756,3585,-0.404,1.227,4.679
Guwahati,2018-09-01,3788,4210,3832,3639,7.281,1.997,5.049
Guwahati,2018-12-01,3871,4309,3915,3721,8.789,4.071,6.458
Guwahati,2019-03-01,4067,4372,4062,4033,9.654,8.02,14.754
Guwahati,2019-06-01,4159,4385,4151,4143,9.195,9.724,13.836
Guwahati,2019-09-01,4289,4408,4317,4216,4.515,11.684,13.927
Guwahati,2019-12-01,4476,4574,4474,4467,6.012,12.949,17.694
Guwahati,2020-03-01,4579,4721,4641,4433,7.63,12.941,8.955
Guwahati,2020-06-01,4708,4938,4778,4533,11.714,13.51,8.798
Guwahati,2020-09-01,4805,5042,4816,4751,12.839,10.444,11.802
Guwahati,2020-12-01,4817,5211,4845,4704,12.634,7.703,4.988
Guwahati,2021-03-01,4897,5290,4854,4929,10.919,4.396,10.544
Guwahati,2021-06-01,4922,5375,4921,4861,8.261,2.946,6.654
Guwahati,2021-09-01,5024,5485,5031,4946,8.242,4.369,4.012
Guwahati,2021-12-01,5231,5487,5245,5166,5.032,7.951,9.341
Guwahati,2022-03-01,5527,5715,5578,5398,7.746,13.804,9.079
Guwahati,2022-06-01,5674,5734,5652,5710,6.282,13.105,15.728
Guwahati,2022-09-01,5839,5877,5764,5984,6.836,12.969,18.179
Guwahati,2022-12-01,5876,6037,5765,6079,9.359,9.022,15.257
Guwahati,2023-03-01,5968,6017,5822,6256,5.002,4.232,14.114
Guwahati,2023-06-01,5926,6026,5841,6082,4.853,3.246,5.946
Guwahati,2023-09-01,5929,6143,5908,5940,4.414,2.465,-0.723
Guwahati,2023-12-01,5975,6224,5992,5907,3.044,3.842,-2.896
Guwahati,2024-03-01,5994,6372,6038,5853,5.704,3.605,-6.822
Guwahati,2024-06-01,6084,6505,6082,6030,7.517,3.991,-0.888
Guwahati,2024-09-01,6158,6503,6154,6119,5.534,4.045,2.968
Howrah,2013-06-01,3174,2765,2874,4302,NULL,NULL,NULL
Howrah,2013-09-01,3337,2907,2926,4663,NULL,NULL,NULL
Howrah,2013-12-01,3482,2993,3090,4881,NULL,NULL,NULL
Howrah,2014-03-01,3637,3198,3199,5019,NULL,NULL,NULL
Howrah,2014-06-01,3784,3314,3479,5023,17.167,18.912,14.365
Howrah,2014-09-01,3909,3471,3765,4859,17.019,24.116,3.902
Howrah,2014-12-01,4051,3585,3994,4917,17.056,24.011,0.741
Howrah,2015-03-01,4161,3744,4082,4974,15.23,22.108,-0.915
Howrah,2015-06-01,4137,3666,4062,5039,9.402,14.282,0.322
Howrah,2015-09-01,4131,3578,4066,5153,2.919,7.41,5.834
Howrah,2015-12-01,4186,3605,4142,5227,0.559,3.64,6.016
Howrah,2016-03-01,4191,3641,4145,5179,-2.857,1.521,3.922
Howrah,2016-06-01,4279,3799,4218,5171,3.653,3.764,2.549
Howrah,2016-09-01,4443,3886,4516,5267,8.107,10.669,2.205
Howrah,2016-12-01,4522,3885,4630,5429,7.205,10.806,3.835
Howrah,2017-03-01,4683,3952,4797,5740,8.005,14.082,10.333
Howrah,2017-06-01,4611,3824,4767,5699,0.633,11.445,9.199
Howrah,2017-09-01,4526,3770,4595,5691,-3.033,1.657,7.44
Howrah,2017-12-01,4551,3845,4607,5651,-1.061,-0.501,3.901
Howrah,2018-03-01,4484,3775,4532,5601,-4.603,-5.752,-2.46
Howrah,2018-06-01,4578,3883,4552,5782,1.563,-4.744,1.482
Howrah,2018-09-01,4715,4028,4688,5909,6.644,2.043,3.77
Howrah,2018-12-01,4715,4038,4540,6110,4.791,-1.429,7.768
Howrah,2019-03-01,4840,4161,4524,6443,9.559,-0.176,13.781
Howrah,2019-06-01,4874,4204,4572,6442,7.714,0.442,10.244
Howrah,2019-09-01,4879,4158,4551,6572,3.092,-2.997,10.292
Howrah,2019-12-01,4950,4174,4722,6587,3.271,3.999,7.258
Howrah,2020-03-01,4895,4165,4895,6119,0.096,7.857,-4.919
Howrah,2020-06-01,4979,4135,4960,6424,-1.657,7.926,-0.294
Howrah,2020-09-01,4920,4154,4940,6175,-0.097,7.843,-6.18
Howrah,2020-12-01,4848,4146,4777,6131,-0.674,1.113,-7.385
Howrah,2021-03-01,4865,4070,4857,6211,-2.291,-0.795,1.501
Howrah,2021-06-01,4817,4041,4822,6110,-2.31,-2.841,-5.056
Howrah,2021-09-01,4824,4009,4898,6080,-3.588,-0.871,-1.555
Howrah,2021-12-01,4859,4013,4987,6088,-3.318,4.287,-0.707
Howrah,2022-03-01,4790,4010,4976,5823,-1.495,2.386,-6.373
Howrah,2022-06-01,4857,4059,4970,6027,0.449,2.974,-1.425
Howrah,2022-09-01,4796,4103,4889,5820,2.316,-0.181,-4.314
Howrah,2022-12-01,4769,4190,4835,5644,4.314,-3.109,-7.629
Howrah,2023-03-01,4778,4268,4789,5616,6.158,-3.868,-3.668
Howrah,2023-06-01,4624,4276,4767,4993,5.084,-4.239,-18.412
Howrah,2023-09-01,4631,4336,4718,4998,5.449,-3.587,-16.463
Howrah,2023-12-01,4675,4319,4754,5155,2.975,-1.717,-9.784
Howrah,2024-03-01,4655,4323,4798,5000,1.273,0.189,-11.95
Howrah,2024-06-01,4776,4343,4942,5256,1.55,3.647,5.26
Howrah,2024-09-01,4592,4306,4698,4917,-0.691,-0.405,-1.541
Hyderabad,2013-06-01,3212,2612,3067,3534,NULL,NULL,NULL
Hyderabad,2013-09-01,3270,2615,3104,3634,NULL,NULL,NULL
Hyderabad,2013-12-01,3304,2624,3138,3670,NULL,NULL,NULL
Hyderabad,2014-03-01,3368,2649,3191,3759,NULL,NULL,NULL
Hyderabad,2014-06-01,3409,2710,3244,3778,3.7,5.547,6.491
Hyderabad,2014-09-01,3490,2797,3320,3865,6.716,6.658,6.114
Hyderabad,2014-12-01,3548,2871,3386,3907,8.831,7.47,6.132
Hyderabad,2015-03-01,3576,2903,3419,3927,8.847,6.734,4.3
Hyderabad,2015-06-01,3623,2898,3459,3993,6.476,6.288,5.475
Hyderabad,2015-09-01,3664,2936,3508,4024,4.796,5.435,3.982
Hyderabad,2015-12-01,3721,2989,3545,4112,4.019,4.532,5.094
Hyderabad,2016-03-01,3764,2990,3582,4171,2.911,4.598,5.934
Hyderabad,2016-06-01,3840,3021,3654,4260,4.114,5.444,6.401
Hyderabad,2016-09-01,3907,3058,3713,4343,4.038,5.61,7.488
Hyderabad,2016-12-01,3951,3049,3753,4402,1.962,5.602,6.677
Hyderabad,2017-03-01,4002,3137,3805,4446,4.821,5.942,6.247
Hyderabad,2017-06-01,3943,3121,3787,4316,3.188,3.495,1.26
Hyderabad,2017-09-01,3942,3163,3758,4352,3.364,1.188,0.209
Hyderabad,2017-12-01,4058,3306,3851,4499,8.125,2.608,2.229
Hyderabad,2018-03-01,4143,3357,3923,4611,6.655,3.064,3.667
Hyderabad,2018-06-01,4294,3504,4050,4801,11.409,6.704,10.518
Hyderabad,2018-09-01,4468,3688,4208,4998,14.983,11.111,13.456
Hyderabad,2018-12-01,4577,3885,4317,5094,15.7,11.074,11.905
Hyderabad,2019-03-01,4811,4070,4495,5421,18.353,13.25,15.901
Hyderabad,2019-06-01,5033,4243,4643,5769,18.157,13.192,17.856
Hyderabad,2019-09-01,5239,4389,4882,5931,16.521,14.516,16.173
Hyderabad,2019-12-01,5435,4451,5089,6131,12.896,15.813,17.484
Hyderabad,2020-03-01,5576,4616,5294,6169,12.267,15.701,12.2
Hyderabad,2020-06-01,5691,4812,5486,6149,12.327,15.924,6.16
Hyderabad,2020-09-01,5765,4933,5485,6334,11.305,10.992,6.554
Hyderabad,2020-12-01,5898,5166,5582,6509,14.494,8.988,5.968
Hyderabad,2021-03-01,6034,5220,5697,6691,11.692,7.22,8.02
Hyderabad,2021-06-01,6119,5246,5770,6805,8.314,4.985,9.804
Hyderabad,2021-09-01,6290,5254,5907,7054,6.119,7.314,10.58
Hyderabad,2021-12-01,6470,5245,6029,7353,1.504,7.567,11.965
Hyderabad,2022-03-01,6702,5333,6194,7713,2.154,8.243,13.899
Hyderabad,2022-06-01,6842,5338,6286,7950,1.725,8.331,14.845
Hyderabad,2022-09-01,6977,5329,6388,8158,1.405,7.652,13.887
Hyderabad,2022-12-01,7117,5487,6535,8287,4.541,7.921,11.449
Hyderabad,2023-03-01,7233,5588,6668,8377,4.647,7.253,8.013
Hyderabad,2023-06-01,7302,5628,6778,8385,5.19,7.379,5.193
Hyderabad,2023-09-01,7448,5783,6911,8551,8.067,7.716,4.687
Hyderabad,2023-12-01,7563,5757,7009,8713,4.669,6.859,4.982
Hyderabad,2024-03-01,7720,5798,7096,9000,3.648,6.106,7.15
Hyderabad,2024-06-01,7906,6021,7244,9238,6.778,6.567,9.478
Hyderabad,2024-09-01,7947,6101,7314,9228,5.282,5.563,7.328
Indore,2013-06-01,2666,2476,2710,3070,NULL,NULL,NULL
Indore,2013-09-01,2722,2530,2764,3143,NULL,NULL,NULL
Indore,2013-12-01,2747,2556,2764,3250,NULL,NULL,NULL
Indore,2014-03-01,2815,2630,2816,3358,NULL,NULL,NULL
Indore,2014-06-01,2873,2723,2857,3374,9.392,5.22,9.053
Indore,2014-09-01,2933,2847,2879,3378,11.642,4.025,6.965
Indore,2014-12-01,2973,2963,2912,3224,14.296,5.141,-0.77
Indore,2015-03-01,3024,3071,2942,3177,14.884,4.327,-5.614
Indore,2015-06-01,3029,3065,2954,3191,11.136,3.297,-5.76
Indore,2015-09-01,3049,3069,2997,3178,7.243,3.995,-6.268
Indore,2015-12-01,3104,3103,3065,3248,4.562,5.105,0.755
Indore,2016-03-01,3155,3151,3100,3359,2.578,5.155,5.603
Indore,2016-06-01,3200,3203,3138,3411,4.38,5.935,6.55
Indore,2016-09-01,3242,3247,3167,3496,5.557,5.417,9.323
Indore,2016-12-01,3282,3243,3230,3583,4.312,5.21,9.582
Indore,2017-03-01,3327,3231,3342,3558,2.467,7.492,5.554
Indore,2017-06-01,3262,3120,3295,3571,-2.569,4.698,4.497
Indore,2017-09-01,3191,2995,3253,3550,-8.077,2.61,1.512
Indore,2017-12-01,3279,3082,3329,3686,-5.376,3.043,2.901
Indore,2018-03-01,3321,3116,3362,3788,-3.731,0.601,6.24
Indore,2018-06-01,3402,3213,3438,3839,2.985,4.253,7.075
Indore,2018-09-01,3517,3338,3536,3981,10.675,8.232,11.227
Indore,2018-12-01,3539,3396,3536,3970,9.407,5.854,7.134
Indore,2019-03-01,3603,3414,3632,4066,8.775,7.636,7.003
Indore,2019-06-01,3719,3509,3736,4279,8.67,8.205,10.821
Indore,2019-09-01,3793,3626,3794,4286,8.207,6.906,7.128
Indore,2019-12-01,3836,3582,3894,4382,5.13,9.436,9.613
Indore,2020-03-01,3855,3595,3918,4401,5.053,7.345,7.645
Indore,2020-06-01,3848,3586,3949,4266,2.142,5.436,-0.295
Indore,2020-09-01,3800,3465,3964,4213,-4.49,4.305,-1.711
Indore,2020-12-01,3805,3497,3896,4396,-2.453,0.05,0.332
Indore,2021-03-01,3864,3536,3933,4595,-1.687,0.385,4.413
Indore,2021-06-01,3873,3555,3920,4648,-0.877,-0.737,8.313
Indore,2021-09-01,3917,3598,3958,4713,3.741,-0.153,10.757
Indore,2021-12-01,4006,3698,4000,4937,5.586,2.628,11.479
Indore,2022-03-01,4063,3748,4064,4994,5.733,3.275,8.082
Indore,2022-06-01,4147,3735,4177,5259,4.803,6.324,12.235
Indore,2022-09-01,4173,3686,4235,5399,2.356,6.632,13.044
Indore,2022-12-01,4219,3635,4372,5405,-1.709,8.784,8.668
Indore,2023-03-01,4259,3519,4499,5601,-6.3,9.95,11.23
Indore,2023-06-01,4297,3519,4568,5644,-6.138,8.691,6.874
Indore,2023-09-01,4401,3525,4751,5757,-4.575,11.296,6.343
Indore,2023-12-01,4367,3416,4778,5729,-6.213,8.546,5.628
Indore,2024-03-01,4450,3525,4834,5827,0.176,7.011,3.945
Indore,2024-06-01,4509,3618,4910,5726,2.809,7.075,1.407
Indore,2024-09-01,4608,3767,5006,5686,6.689,5.193,-1.24
Jaipur,2013-06-01,3252,3191,3241,3381,NULL,NULL,NULL
Jaipur,2013-09-01,3347,3310,3308,3542,NULL,NULL,NULL
Jaipur,2013-12-01,3434,3432,3374,3654,NULL,NULL,NULL
Jaipur,2014-03-01,3493,3470,3433,3741,NULL,NULL,NULL
Jaipur,2014-06-01,3622,3634,3565,3807,12.767,9.438,11.387
Jaipur,2014-09-01,3802,3746,3778,3972,11.998,13.184,11.295
Jaipur,2014-12-01,3919,3767,3940,4071,8.943,14.981,10.498
Jaipur,2015-03-01,3980,3787,4001,4191,8.415,14.416,11.054
Jaipur,2015-06-01,4043,3777,4072,4338,3.776,12.672,12.67
Jaipur,2015-09-01,4030,3745,4082,4269,-0.026,7.466,6.846
Jaipur,2015-12-01,4056,3768,4099,4336,0.027,3.895,6.208
Jaipur,2016-03-01,4152,3854,4144,4624,1.778,3.489,9.986
Jaipur,2016-06-01,4166,3877,4147,4668,2.595,1.81,7.137
Jaipur,2016-09-01,4188,3845,4145,4857,2.579,1.519,12.596
Jaipur,2016-12-01,4177,3823,4124,4895,1.43,0.603,11.509
Jaipur,2017-03-01,4157,3780,4140,4785,-1.936,-0.097,3.289
Jaipur,2017-06-01,3942,3573,3923,4562,-8.042,-5.411,-2.215
Jaipur,2017-09-01,3760,3434,3742,4314,-11.503,-10.273,-11.903
Jaipur,2017-12-01,3620,3227,3598,4292,-17.356,-14.057,-13.978
Jaipur,2018-03-01,3572,3143,3535,4347,-19.74,-16.815,-10.205
Jaipur,2018-06-01,3565,3101,3521,4419,-15.017,-11.372,-3.29
Jaipur,2018-09-01,3624,3165,3584,4454,-8.675,-4.487,3.168
Jaipur,2018-12-01,3696,3260,3665,4459,1.043,1.869,3.749
Jaipur,2019-03-01,3694,3260,3696,4340,3.589,4.393,-0.157
Jaipur,2019-06-01,3748,3285,3755,4419,5.644,6.331,0
Jaipur,2019-09-01,3774,3270,3784,4494,3.196,5.326,0.905
Jaipur,2019-12-01,3772,3207,3811,4477,-1.621,3.858,0.401
Jaipur,2020-03-01,3805,3173,3863,4543,-2.713,4.382,4.534
Jaipur,2020-06-01,3798,3161,3879,4464,-3.908,3.21,0.991
Jaipur,2020-09-01,3756,3134,3859,4319,-4.302,1.933,-3.92
Jaipur,2020-12-01,3733,3148,3841,4223,-1.883,0.777,-5.881
Jaipur,2021-03-01,3717,3199,3834,4076,0.826,-0.755,-11.058
Jaipur,2021-06-01,3740,3252,3859,4045,2.845,-0.522,-10.28
Jaipur,2021-09-01,3788,3297,3894,4142,5.012,0.907,-4.376
Jaipur,2021-12-01,3881,3430,3970,4234,8.553,3.313,0.266
Jaipur,2022-03-01,4005,3577,4113,4263,11.02,7.028,4.417
Jaipur,2022-06-01,4100,3601,4211,4448,9.757,8.558,9.453
Jaipur,2022-09-01,4215,3695,4343,4535,11.052,10.663,8.835
Jaipur,2022-12-01,4326,3774,4488,4572,9.31,11.927,7.453
Jaipur,2023-03-01,4437,3934,4562,4743,9.459,10.004,10.499
Jaipur,2023-06-01,4496,4047,4619,4726,11.337,8.943,5.861
Jaipur,2023-09-01,4566,4145,4678,4795,11.119,7.253,5.501
Jaipur,2023-12-01,4640,4249,4712,4967,11.46,4.788,8.238
Jaipur,2024-03-01,4702,4283,4771,5083,8.214,4.435,6.845
Jaipur,2024-06-01,4801,4393,4865,5183,8.078,5.156,8.991
Jaipur,2024-09-01,4876,4424,4954,5275,6.351,5.673,9.261
"Kalyan Dombivali",2013-06-01,5465,5457,5520,4781,NULL,NULL,NULL
"Kalyan Dombivali",2013-09-01,5701,5714,5690,5329,NULL,NULL,NULL
"Kalyan Dombivali",2013-12-01,5902,5913,5887,5602,NULL,NULL,NULL
"Kalyan Dombivali",2014-03-01,6105,6120,6051,6398,NULL,NULL,NULL
"Kalyan Dombivali",2014-06-01,6248,6262,6167,7101,13.154,10.692,36.261
"Kalyan Dombivali",2014-09-01,6335,6332,6299,7117,9.869,9.875,25.18
"Kalyan Dombivali",2014-12-01,6449,6407,6512,7296,7.802,9.922,23.802
"Kalyan Dombivali",2015-03-01,6573,6467,6789,7701,5.416,11.333,17.859
"Kalyan Dombivali",2015-06-01,6632,6507,6921,7359,3.788,11.106,3.35
"Kalyan Dombivali",2015-09-01,6770,6645,7064,7395,4.81,11.053,3.778
"Kalyan Dombivali",2015-12-01,7030,6968,7171,7438,8.442,9.329,1.92
"Kalyan Dombivali",2016-03-01,7215,7191,7256,7604,10.39,6.512,-1.304
"Kalyan Dombivali",2016-06-01,7442,7443,7401,8136,13.016,6.615,10.218
"Kalyan Dombivali",2016-09-01,7656,7652,7625,8428,13.529,7.58,12.697
"Kalyan Dombivali",2016-12-01,7718,7651,7839,8777,8.926,8.761,15.888
"Kalyan Dombivali",2017-03-01,7849,7829,7858,8639,8.339,7.68,11.792
"Kalyan Dombivali",2017-06-01,7857,7825,7910,8408,4.879,6.477,3.149
"Kalyan Dombivali",2017-09-01,7766,7720,7853,8412,0.869,2.882,-0.19
"Kalyan Dombivali",2017-12-01,7818,7752,7963,8325,1.308,1.579,-5.373
"Kalyan Dombivali",2018-03-01,7872,7779,8086,8405,-0.645,2.863,-2.811
"Kalyan Dombivali",2018-06-01,7996,7905,8206,8485,1.028,3.661,0.916
"Kalyan Dombivali",2018-09-01,8272,8236,8341,8765,6.528,5.947,4.16
"Kalyan Dombivali",2018-12-01,8470,8474,8442,8814,8.766,5.743,5.579
"Kalyan Dombivali",2019-03-01,8582,8623,8466,8767,9.96,4.501,4.107
"Kalyan Dombivali",2019-06-01,8629,8680,8488,8813,8.988,3.331,3.741
"Kalyan Dombivali",2019-09-01,8705,8726,8656,8622,5.645,3.711,-1.623
"Kalyan Dombivali",2019-12-01,8689,8660,8768,8608,2.132,3.766,-2.389
"Kalyan Dombivali",2020-03-01,8717,8648,8888,8901,0.289,4.813,1.557
"Kalyan Dombivali",2020-06-01,8753,8678,8952,8680,-0.023,5.221,-1.494
"Kalyan Dombivali",2020-09-01,8738,8702,8833,8733,-0.277,1.977,1.279
"Kalyan Dombivali",2020-12-01,8869,8956,8646,8764,3.402,-1.381,1.786
"Kalyan Dombivali",2021-03-01,8904,9056,8510,8812,4.556,-4.372,-1.016
"Kalyan Dombivali",2021-06-01,8989,9140,8587,9124,5.102,-4.289,5.039
"Kalyan Dombivali",2021-09-01,8881,8997,8560,9249,3.228,-3.179,5.655
"Kalyan Dombivali",2021-12-01,8778,8855,8552,9276,-1.123,-1.098,5.536
"Kalyan Dombivali",2022-03-01,8871,8918,8727,9317,-1.558,2.537,5.444
"Kalyan Dombivali",2022-06-01,8833,8853,8761,9193,-3.218,1.994,0.741
"Kalyan Dombivali",2022-09-01,8919,8936,8870,9006,-0.689,3.538,-2.643
"Kalyan Dombivali",2022-12-01,9095,9131,9006,9029,3.089,5.118,-2.743
"Kalyan Dombivali",2023-03-01,9150,9177,9077,9202,2.836,3.886,-1.274
"Kalyan Dombivali",2023-06-01,9245,9299,9106,9220,4.86,3.801,0.293
"Kalyan Dombivali",2023-09-01,9449,9529,9234,9562,6.377,3.997,6.03
"Kalyan Dombivali",2023-12-01,9588,9671,9370,9640,5.667,3.942,6.39
"Kalyan Dombivali",2024-03-01,9810,9945,9457,9799,7.941,4.055,6.193
"Kalyan Dombivali",2024-06-01,9956,10097,9591,9910,8.024,5.128,7.042
"Kalyan Dombivali",2024-09-01,10042,10171,9707,9988,6.358,4.932,4.299
Kanpur,2013-06-01,3102,3314,3086,2764,NULL,NULL,NULL
Kanpur,2013-09-01,3227,3423,3200,2947,NULL,NULL,NULL
Kanpur,2013-12-01,3337,3308,3331,3404,NULL,NULL,NULL
Kanpur,2014-03-01,3538,3796,3331,3682,NULL,NULL,NULL
Kanpur,2014-06-01,3695,4086,3413,3811,20.337,9.817,28.436
Kanpur,2014-09-01,3825,4169,3565,3964,18.257,10.694,26.686
Kanpur,2014-12-01,3951,4557,3616,3832,29.959,7.994,10.797
Kanpur,2015-03-01,3569,3024,3824,3812,-16.941,13.634,3.392
Kanpur,2015-06-01,3601,2877,3930,3950,-39.98,13.52,3.646
Kanpur,2015-09-01,3629,2883,3999,3896,-44.699,11.043,-1.722
Kanpur,2015-12-01,3677,2855,4111,3897,-59.036,12.378,1.668
Kanpur,2016-03-01,3739,2888,4163,4038,-4.764,8.246,5.799
Kanpur,2016-06-01,3838,2978,4306,4022,3.497,9.032,1.783
Kanpur,2016-09-01,3991,3114,4478,4155,7.757,11.124,6.44
Kanpur,2016-12-01,4247,3744,4538,4304,28.548,9.536,9.795
Kanpur,2017-03-01,4500,4272,4698,4332,36.966,11.789,6.831
Kanpur,2017-06-01,4395,4121,4605,4273,26.756,6.364,5.794
Kanpur,2017-09-01,4320,3892,4543,4440,18.879,1.412,6.67
Kanpur,2017-12-01,4472,3977,4646,4863,5.987,2.377,12.59
Kanpur,2018-03-01,4347,3896,4511,4684,-9.454,-4.025,7.238
Kanpur,2018-06-01,4349,3867,4473,4865,-6.52,-2.926,12.639
